Sentence,Global start,Global end
And the first task will be to carry those back over to the worksite and temporarily temporarily stow them in positions where they can start to work and connect all of the necessary struts to the mass canister.,2862.35844,2876.6198400000003
"All of the struts are positioned inside of the bag except for the mounting bracket, which is affixed to the outside of the bag.",2879.03838,2886.18437
It'll be a journey out to the port six worksite today.,2888.12316,2891.2016200000003
"And along the way, Kate Rubins will make one stop to pick up a portable foot restraint that she'll need to position and get into the right configuration to mount the center piece.",2891.2016200000003,2902.0251900000003
Of the of the modification kit towards the top of the mass canister.,2902.30504,2907.40276
It'll just allow her to get that necessary reach to make that connection.,2909.6201,2914.35799
Rubins will take the primary spot on the foot restraint as Glover helps her and gives her the necessary tools and struts that she needs to connect to the various parts of the mass canister.,2917.67464,2931.54644
"You see Naguchi has again a direct line to the two space walking astronauts today Kate Rubens and Victor Glover just walking them through the final steps, making sure they're all set before they go ahead and close the hatch.",2957.3118400000003,2968.17598
"Once the hatch is closed, Naguchi, and Hopkins will work on the equipment lock side, Naguchi taking the primary suit IV role and walking the astronauts through the first set of procedures to go ahead and close the hatch and depressurize the crew lock.",2969.3451400000004,2983.1272400000003
Where the astronauts and the strut bags are configured right now.,2984.1250800000003,2987.22377
We'll be able to hear a lot of those communications as they work their way to go ahead and depressurize that vestibule.,2993.7292,2999.06679
It'll be Naguchi walking ground IV today here in mission control Houston.,3001.87926,3005.1976
"It'll be his voice that you hear up to the space walking astronauts to carry them through the next set of procedures, which is to switch the suits over to battery power officially beginning today's spacewalk, open up the hatch, take the strut bags out of the crew lock, and go ahead and translate or move over to the worksite.",3005.1976,3022.10866
This is Michigan Joel Houston.,3134.26346,3135.66277
"Our two space walking astronauts, Kate Rubens and Victor Glover, are situated in the crew lock today.",3135.66277,3141.31018
"They have other tools, tethers, and struts needed in the bags you see to the right of what is in this view, Victor Glover.",3142.20949,3149.98584
"Suit IV, Switching Naguchi, saying final good buys before he works on the next set of procedures closing the hatch, go ahead and locking it and then walking through the next steps to go ahead and de pressurize that crew lock.",3152.89398,3165.74748
All needed before we officially begin today's spacewalks scheduled to begin.,3171.20304,3176.30074
In a little less than forty minutes from now.,3176.82005,3180.07868
That'll be when the crew lock itself is depressurized and the suits are switched to battery power.,3181.61765,3187.66446
Station switch on one for the EMU previous.,3294.88008,3298.9383
Seventy two and the seventy three is completed.,3299.9175999999998,3302.85634
Copy.,3306.4935,3306.85332
Sweetie seventy two and seventy three complete.,3306.85332,3309.0325
"And Nana, I understand that ten thirty is the the previous time please.",3318.39742,3322.775
Right?,3322.775,3323.275
"Thank you, Rishi.",3328.05235,3329.03212
Here's a station note while while waiting.,3423.07497,3425.1539199999997
We're gonna do the escape eighty one in the first time.,3425.1539199999997,3428.0927
Copy.,3435.34822,3435.6680499999998
Sweet.,3435.6680499999998,3435.86794
A year ago for that.,3435.86794,3437.0876
"Houston station number one, step twenty eighty one point six.",3497.18413,3501.10216
Number is at zero zero two zero zero two two.,3501.10216,3503.77022
Copy.,3507.48836,3507.7682
So we see good numbers.,3507.7682,3508.9479
This is mission control.,3536.2023,3537.1618
"Here's and you're getting, once again, a live view from the International Space Station, you see Jackson astronauts, Suicina Gucci, on the left.",3537.1618,3545.3552
And NASA astronaut Mike Hopkins on the right.,3545.39516,3547.97414
They're walking through some of the final steps to get our two space walking astronauts Kate Rubin's and Victor Glover ready for their space walk.,3548.5136,3557.3782
Schedule the start in just about a half an hour from now.,3557.5579,3560.3767
"At this time, the orbit two teams on the ground here in the International Space Station Flight Control Room are going through a final go no go poll to make sure they are ready to go out the hatch, depressurize, and officially start today's spacewalk.",3561.82466,3577.6757
Flight director you see on the right there is Marcos Flores.,3581.5034,3584.5221
"To the left, Frank Rubio, the ground IV.",3585.56996,3587.96877
It'll be his voice that you hear walking hour to space walking astronauts through their procedures today.,3587.96877,3593.66615
EV two and copy.,3594.7951,3595.6347
"Thanks, Jackie and Anna.",3595.6347,3596.9343
"EV two copies, Anna.",3598.2734,3599.653
Copy that.,3600.99970004,3601.5594201
Great.,3601.5594201,3601.7993
Talk to you too.,3601.7993,3602.77906
And I did call Lisa and I have you have to be talking to him.,3606.7568204,3609.6956
"In the back right, you see space walk officer Art Thomas, and it's his job to know the procedures, forwards and backwards for today.",3610.414941,3617.51164
He has a supporting team in his back rooms that I will be hoping throughout today's activities.,3617.82006,3622.677881
You see one of the next steps that they are hearing right now is to go ahead and hot mic the two astronauts.,3625.544782,3631.641983
